date,A,B,C_pos,C_neg,D_pos,D_neg,E_pos,E_neg,F_pos,F_neg,H_pos,H_neg
2000-03-04 15:00:00,1.7534247,-1.21219158,5.6728311,-2.1659818,-4.70943309,8.2162824,-14.26833383,17.7751831,0.4021851,3.1046643,-0.83050597,4.3373553
2000-03-05 15:00:00,1.7808219,-1.13724784,6.2734146,-2.71177081,-4.68913375,8.2507776,-15.76007209,19.3217159,-1.20321633,4.7648602,0.1432001,3.4184437
2000-03-06 15:00:00,1.8082192,-1.23983929,6.1081432,-2.49170481,-4.84636959,8.4628079,-13.74335499,17.3597933,-2.5700934,6.1865318,0.5598383,3.0566
2000-03-07 15:00:00,1.8356164,-1.51117528,5.6303018,-1.95906892,-5.17234998,8.8435829,-15.18624061,18.8574735,-3.28821986,6.9594527,-0.32128313,3.992516
2000-03-08 15:00:00,1.8630137,-1.84292118,5.8313141,-2.1052867,-5.55874029,9.2847677,-15.28753113,19.0135585,-2.81081734,6.5368447,-2.22574404,5.9517714
2000-03-09 15:00:00,1.890411,-2.81006507,6.5896476,-2.80882564,-6.58052857,10.3613505,-12.57349661,16.3543185,-4.73439321,8.5152151,0.3718874,3.4089345
2000-03-10 15:00:00,1.9178082,-2.85634598,7.2591838,-3.42356736,-6.68145388,10.5170703,-9.58919854,13.424815,-4.19528023,8.0308967,2.2897364,1.5458801
2000-03-11 15:00:00,1.9452055,-3.23789462,7.7370076,-3.84659665,-7.11764692,11.0080579,-14.06351262,17.9539236,-4.76858464,8.6589956,4.5906496,-0.70023865
2000-03-12 15:00:00,1.9726027,-2.80537399,7.4243184,-3.47911296,-6.73977069,10.6849762,-11.24537639,15.1905819,-5.59794067,9.5431461,6.6541959,-2.70899042
2000-03-13 15:00:00,2,-2.72631476,6.766035,-2.76603496,-6.71535586,10.7153559,-8.49155905,12.4915591,-5.59238481,9.5923848,4.3653085,-0.36530852
2000-03-14 15:00:00,2.0273973,-3.00433259,6.3931215,-2.33832698,-7.04801808,11.1028126,-6.70899923,10.7637937,-5.81617898,9.8709735,4.5525876,-0.49779312
2000-03-15 15:00:00,2.0547945,-3.63125918,5.8505133,-1.74092426,-7.72958907,11.8391781,-5.07102416,9.1806132,-4.93605866,9.0456477,3.3654305,0.7441585
2000-03-16 15:00:00,2.0821918,-3.42125287,6.5954169,-2.4310333,-7.57422717,11.7386107,-6.80775123,10.9721348,-4.63288922,8.7972728,5.9828735,-1.81848993
2000-03-17 15:00:00,2.109589,-2.49438627,6.7739375,-2.55475942,-6.70200496,10.921183,-4.79376675,9.0129448,-2.74660483,6.9657829,5.2258649,-1.00668677
2000-03-18 15:00:00,2.1369863,-2.92637279,7.490129,-3.21615643,-7.18863588,11.4626085,-9.55648227,13.8304549,-0.84697109,5.1209437,2.8679048,1.4060678
2000-03-19 15:00:00,2.1643836,-2.43662712,7.018113,-2.68934591,-6.75353461,11.0823017,-6.48439673,10.8131638,-1.88654718,6.2153143,0.0272757,4.3014914
2000-03-20 15:00:00,2.1917808,-2.6627245,7.4857911,-3.10222944,-7.03427638,11.417838,-6.62899088,11.0125525,-1.99327435,6.376836,2.714843,1.6687187
2000-03-21 15:00:00,2.2191781,-2.8749387,7.9567575,-3.51840136,-7.30113498,11.7394911,-4.95219306,9.3905492,-0.30986531,4.7482215,4.7830565,-0.34470037
2000-03-22 15:00:00,2.2465753,-3.50076496,8.4828796,-3.98972894,-7.98160565,12.4747563,-2.073551,6.5667017,0.9978166,3.4953341,2.2921952,2.2009555
2000-03-23 15:00:00,2.2739726,-2.7586964,8.3478412,-3.799896,-7.29418148,11.8421267,0.7763552,3.77159,1.4156751,3.1322701,3.2164946,1.3314506
2000-03-24 15:00:00,2.3013699,-1.98711406,8.1128477,-3.51010802,-6.57724354,11.1799833,5.2875735,-0.68483382,1.385608,3.2171317,5.1952312,-0.59249144
2000-03-25 15:00:00,2.3287671,-1.46577825,7.845648,-3.18811377,-6.11055213,10.7680864,8.4368625,-3.77932824,1.2204578,3.4370764,7.2200806,-2.56254638
2000-03-26 15:00:00,2.3561644,-2.04770954,7.5142345,-2.80190575,-6.74712782,11.4594566,5.6083403,-0.89601157,2.6173066,2.0950222,6.9322186,-2.21988981
2000-03-27 15:00:00,2.3835616,-2.06468181,7.487729,-2.72060573,-6.81874449,11.5858678,5.5884313,-0.821308,3.4316226,1.3355007,6.1733493,-1.40622601
2000-03-28 15:00:00,2.4109589,-1.25217862,8.1444284,-3.3225106,-6.0608857,10.8828035,1.9594936,2.8624242,2.3922505,2.4296673,5.4942085,-0.67229068
2000-03-29 15:00:00,2.4383562,-2.14341935,7.600844,-2.72413169,-7.00677082,11.8834831,4.0748365,0.8018759,0.922899,3.9538133,5.0417515,-0.16503917
2000-03-30 15:00:00,2.4657534,-2.80763377,7.9604375,-3.02893063,-7.72562964,12.6571365,8.2732685,-3.34176166,-0.01770903,4.9492159,4.4446875,0.4868194
2000-03-31 15:00:00,2.4931507,-3.33056053,8.2156382,-3.22933685,-8.3032008,13.2895022,4.7211917,0.2651097,1.5077589,3.4785425,5.1326735,-0.14637212
2000-04-01 15:00:00,2.5205479,-3.59191848,8.5615992,-3.52050331,-8.61920315,13.660299,5.9938507,-0.95275478,-0.4217816,5.4628775,3.589286,1.4518099
2000-04-02 15:00:00,2.5479452,-4.00175513,8.5445582,-3.44866775,-9.0836842,14.1795746,5.2079686,-0.11207823,-0.01922749,5.1151179,4.2239372,0.8719532
2000-04-03 15:00:00,2.5753425,-4.40874756,9.0329147,-3.88222973,-9.54532103,14.696006,3.1005119,2.050173,-0.7190234,5.8697083,1.5376656,3.6130194
2000-04-04 15:00:00,2.6027397,-4.61341649,8.9113307,-3.70585121,-9.80463436,15.0101138,5.5784195,-0.37294008,-0.71314415,5.9186236,1.2584238,3.9470556
2000-04-05 15:00:00,2.630137,-4.41246218,9.2244628,-3.96418887,-9.65832445,14.9185984,5.1453076,0.1149663,0.2566074,5.0036666,2.0610884,3.1991856
2000-04-06 15:00:00,2.6575342,-3.80095448,9.3837173,-4.06864885,-9.10146114,14.4165296,1.1006111,4.2144574,0.0891794,5.2258891,3.2504911,2.0645774
2000-04-07 15:00:00,2.6849315,-3.62858576,10.0343025,-4.66443946,-8.98373682,14.3535998,0.4484677,4.9213953,1.4071482,3.9627148,4.4840436,0.8858194
2000-04-08 15:00:00,2.7123288,-4.35328962,9.6969429,-4.27228533,-9.76308508,15.1877426,3.848059,1.5765985,-0.2206646,5.6453221,3.6535381,1.7711194
2000-04-09 15:00:00,2.739726,-3.87692888,9.1516722,-3.67222011,-9.34136874,14.8208208,5.220929,0.2585231,1.2769329,4.2025192,2.3045693,3.1748828
2000-04-10 15:00:00,2.7671233,-3.3383905,9.6236887,-4.08944212,-8.85747476,14.3917213,3.0932546,2.4409919,1.5319183,4.0023282,4.8748928,0.6593538
2000-04-11 15:00:00,2.7945205,-2.8924203,10.0284956,-4.43945455,-8.46614895,14.05519,1.6691976,3.9198435,2.5444488,3.0445923,7.7008392,-2.11179808
2000-04-12 15:00:00,2.8219178,-3.21735048,9.8055529,-4.16171731,-8.84572353,14.4895591,6.1582279,-0.51439224,3.4449954,2.1988402,9.4793172,-3.83548163
2000-04-13 15:00:00,2.8493151,-3.32069481,9.4339819,-3.73535176,-9.00371226,14.7023424,4.2029498,1.4956803,3.5272916,2.1713385,9.4693664,-3.77073624
2000-04-14 15:00:00,2.8767123,-3.7167823,10.0003394,-4.24691472,-9.45444415,15.2078688,3.4656962,2.2877284,4.092964,1.6604607,8.8791143,-3.1256896
2000-04-15 15:00:00,2.9041096,-2.86725405,9.9600947,-4.15187549,-8.6595603,14.4677795,3.9261329,1.8820862,4.7641144,1.0441047,8.2830797,-2.47486047
2000-04-16 15:00:00,2.9315068,-2.88189697,10.4482736,-4.58525986,-8.72884761,14.5918613,2.1783154,3.6846983,5.8791514,-0.01613771,8.7770519,-2.91403824
2000-04-17 15:00:00,2.9589041,-2.80796811,11.0403468,-5.1225386,-8.70956316,14.6273714,5.5789859,0.3388223,7.8379044,-1.92009614,6.3454027,-0.4275945
2000-04-18 15:00:00,2.9863014,-3.25113732,10.5830471,-4.61044432,-9.20737676,15.1799795,9.4502341,-3.47763135,8.9450614,-2.97245862,8.9174501,-2.94484734
2000-04-19 15:00:00,3.0136986,-4.17765044,10.753784,-4.72638671,-10.18853428,16.2159315,8.5113635,-2.48396624,9.3358158,-3.30841853,7.0108775,-0.98348026
2000-04-20 15:00:00,3.0410959,-3.21485589,11.3583955,-5.27620372,-9.28038413,15.3625759,13.319233,-7.23704117,9.7684314,-3.68623966,5.7669161,0.3152757
2000-04-21 15:00:00,3.0684932,-3.15835601,11.4117076,-5.27472134,-9.27852865,15.4155149,10.0978677,-3.96088136,10.1505858,-4.0135995,4.4535216,1.6834647
2000-04-22 15:00:00,3.0958904,-2.91549734,12.1118618,-5.92008099,-9.09031438,15.2820952,8.6796424,-2.48786156,10.2663984,-4.07461753,7.0352294,-0.84344857
2000-04-23 15:00:00,3.1232877,-3.64859537,12.4048014,-6.15822602,-9.87805681,16.1246322,7.9699325,-1.72335714,9.6456254,-3.39905008,5.0925167,1.1540586
2000-04-24 15:00:00,3.1506849,-2.65905281,12.997639,-6.69626918,-8.94315864,15.2445285,4.7553382,1.5460317,10.1094472,-3.80807729,2.8665982,3.4347717
2000-04-25 15:00:00,3.1780822,-2.02607262,12.8308566,-6.4746922,-8.36482286,14.7209872,1.88097,4.4751944,11.1596397,-4.80347534,0.3199133,6.0362511
2000-04-26 15:00:00,3.2054795,-1.57544977,12.877633,-6.46667408,-7.9688444,14.3798033,3.180828,3.2301309,12.6092005,-6.19824155,1.4789702,4.9319887
2000-04-27 15:00:00,3.2328767,-2.3425272,12.8038238,-6.33807039,-8.79056624,15.2563197,3.8332649,2.6324885,13.5864894,-7.12073602,1.532031,4.9337225
2000-04-28 15:00:00,3.260274,-1.81726909,12.7519698,-6.23142184,-8.31995252,14.8405005,0.1828047,6.3377432,11.7058417,-5.18529375,1.9588184,4.5617296
2000-04-29 15:00:00,3.2876712,-1.80850033,12.8082741,-6.23293164,-8.36582816,14.9411706,-3.33956052,9.914903,13.6580421,-7.08269964,0.6379582,5.9373843
2000-04-30 15:00:00,3.3150685,-2.69209874,13.3321108,-6.70197386,-9.30407097,15.934208,-1.28813073,7.9182677,15.6006529,-8.97051594,0.0068838,6.6232532
2000-05-01 15:00:00,3.3424658,-1.77459278,13.487986,-6.80305452,-8.44120941,15.1261409,1.5627341,5.1221974,15.192242,-8.50731053,1.6390042,5.0459273
2000-05-02 15:00:00,3.369863,-1.68369617,13.1749623,-6.4352363,-8.40495719,15.1446832,2.5527456,4.1869804,13.4671378,-6.72741181,4.0270885,2.7126376
2000-05-03 15:00:00,3.3972603,-1.46888827,13.6964555,-6.901935,-8.24479369,15.0393142,6.6884186,0.106102,13.0595471,-6.26502657,5.8955426,0.8989779
2000-05-04 15:00:00,3.4246575,-1.03719748,13.9732436,-7.12392848,-7.86774731,14.7170624,8.9040403,-2.0547252,12.4793957,-5.63008062,4.9167887,1.9325264
2000-05-05 15:00:00,3.4520548,-1.80735489,13.8852875,-6.98117793,-8.69254911,15.5966587,7.7746021,-0.87049251,14.4760582,-7.57194861,2.5739573,4.3301523
2000-05-06 15:00:00,3.4794521,-1.80378848,13.260794,-6.30188994,-8.7436271,15.7025312,10.0536929,-3.09478878,15.084399,-8.12549487,5.5373249,1.4215792
2000-05-07 15:00:00,3.5068493,-1.28446044,13.5964588,-6.58276021,-8.27894346,15.2926421,13.5072007,-6.49350208,14.7584991,-7.7448005,5.8695233,1.1441754
2000-05-08 15:00:00,3.5342466,-0.55562835,13.9150314,-6.84653822,-7.60475576,14.6732489,10.3394004,-3.27090726,13.9097666,-6.84127346,8.9384742,-1.86998107
2000-05-09 15:00:00,3.5616438,-1.03579921,14.1504107,-7.02712305,-8.13957102,15.2628587,10.5142878,-3.39100013,13.2443793,-6.12109161,8.4624575,-1.33916987
2000-05-10 15:00:00,3.5890411,-0.43177541,14.7833262,-7.60524398,-7.59019163,14.7682738,12.3168618,-5.13877962,14.4006939,-7.22261172,7.1748879,0.0031943
2000-05-11 15:00:00,3.6164384,-1.31882428,14.2989179,-7.06604122,-8.53188489,15.7647616,12.1015389,-4.8686622,13.9608916,-6.72801487,6.1939632,1.0389135
2000-05-12 15:00:00,3.6438356,-0.59102682,13.6946564,-6.40698518,-7.85873184,15.1464031,14.6447292,-7.35705798,15.1658584,-7.87818715,7.2255319,0.0621394
2000-05-13 15:00:00,3.6712329,-1.44288651,13.8204797,-6.47801392,-8.76523592,16.1077017,11.8115422,-4.46907644,14.2555132,-6.91304742,6.0749201,1.2675457
2000-05-14 15:00:00,3.6986301,-1.44714836,13.2085872,-5.81132696,-8.82414217,16.2214024,8.2471233,-0.84986303,13.5991505,-6.20189024,7.9920715,-0.59481121
2000-05-15 15:00:00,3.7260274,-0.717548,13.3747259,-5.92267112,-8.14918621,15.601241,5.8763651,1.5756897,13.5265778,-6.07452299,8.0762379,-0.62418313
2000-05-16 15:00:00,3.7534247,-0.59714326,13.1404422,-5.63359292,-8.08342587,15.5902752,0.9878185,6.5190308,12.8398674,-5.33301811,10.3935577,-2.88670837
2000-05-17 15:00:00,3.7808219,0.4130196,13.5314645,-5.96982066,-7.12790741,14.6895512,-2.13855239,9.7001962,13.2612362,-5.69959236,7.7193692,-0.1577254
2000-05-18 15:00:00,3.8082192,0.6805701,12.8684443,-5.25200592,-6.91500133,14.5314397,1.5590344,6.057404,14.1538414,-6.53740308,8.6924919,-1.07605357
2000-05-19 15:00:00,3.8356164,0.792607,12.3252535,-4.65402067,-6.85760885,14.5288417,1.0922922,6.5789406,15.3071819,-7.63594898,7.1180831,0.5531498
2000-05-20 15:00:00,3.8630137,0.2184897,13.0682708,-5.34224343,-7.48637052,15.2123979,4.8849836,2.8410438,15.3444438,-7.61841644,5.8266514,1.899376
2000-05-21 15:00:00,3.890411,1.0518443,12.5308696,-4.75004773,-6.70766026,14.4884822,2.3993218,5.3815001,15.0526418,-7.27181987,4.3767832,3.4040387
2000-05-22 15:00:00,3.9178082,1.8331924,11.9083488,-4.0727324,-5.98095659,13.816573,7.1529298,0.6826866,14.509064,-6.67344759,4.3716887,3.4639277
2000-05-23 15:00:00,3.9452055,1.5482454,11.8648185,-3.97440752,-6.32054799,14.210959,11.981491,-4.09108,14.3024089,-6.41199798,2.890651,4.9997599
2000-05-24 15:00:00,3.9726027,0.7464736,11.4348787,-3.48967323,-7.17696424,15.1221697,8.8773343,-0.93212883,14.4985589,-6.55335337,2.4527361,5.4924694
2000-05-25 15:00:00,4,1.4329974,11.8292959,-3.8292959,-6.54508478,14.5450848,6.3488623,1.6511377,12.7751219,-4.7751219,4.4158086,3.5841914
2000-05-26 15:00:00,4.0273973,2.2479838,12.1765689,-4.1217744,-5.78474278,13.8395373,6.317932,1.7368625,14.5800622,-6.52526764,2.1492872,5.9055073
2000-05-27 15:00:00,4.0547945,2.505948,11.9303681,-3.82077905,-5.58142301,13.6910121,4.1315433,3.9780458,16.171242,-8.061653,-0.0615312,8.1711202
2000-05-28 15:00:00,4.0821918,2.9558257,11.72104,-3.55665644,-5.18618972,13.3505733,1.1141089,7.0502746,17.0775075,-8.91312398,-2.31305565,10.4774392
2000-05-29 15:00:00,4.109589,3.1632167,11.2929625,-3.07378444,-5.03344304,13.2526211,-2.62464343,10.8438215,15.5875407,-7.36836261,0.3165792,7.9025989
2000-05-30 15:00:00,4.1369863,2.8412849,10.6492969,-2.37532432,-5.4100193,13.6839919,-2.42267058,10.6966432,14.3612992,-6.08732656,-1.3271629,9.6011355
2000-05-31 15:00:00,4.1643836,3.6229414,11.0131158,-2.68434868,-4.6830072,13.0117743,2.1441765,6.1845906,14.9074425,-6.57867539,-4.18775727,12.5165244
2000-06-01 15:00:00,4.1917808,3.6439271,11.047358,-2.66379634,-4.71666585,13.1002275,5.7319464,2.6516152,13.8538516,-5.47028991,-4.17058417,12.5541458
2000-06-02 15:00:00,4.2191781,4.4533895,11.2654297,-2.82707351,-3.96184788,12.400204,6.2111217,2.2272345,12.5590502,-4.12069405,-2.30033573,10.7386919
2000-06-03 15:00:00,4.2465753,3.5776989,11.4840227,-2.99087198,-4.89218283,13.3853335,2.6941334,5.7990173,14.1150198,-5.6218691,-3.73261393,12.2257646
