2008-07-10,67
2008-07-11,66
2008-07-12,65
2008-07-13,64
2008-07-14,63
2008-07-15,62
2008-07-16,61
2008-07-17,60
2008-07-18,59
2008-07-19,58
2008-07-20,57
2008-07-21,56
2008-07-22,55
2008-07-23,54
2008-07-24,53
2008-07-25,52
2008-07-26,51
2008-07-27,50
2008-07-28,49
2008-07-29,48
2008-07-30,47
2008-07-31,46
2008-08-01,45
2008-08-02,44
2008-08-03,43
2008-08-04,42
2008-08-05,41
2008-08-06,40
2008-08-07,39
2008-08-08,38
2008-08-09,37
2008-08-10,36
2008-08-11,35
2008-08-12,34
2008-08-13,33
2008-08-14,32
2008-08-15,31
2008-08-16,30
2008-08-17,29
2008-08-18,28
2008-08-19,27
2008-08-20,26
2008-08-21,25
2008-08-22,24
2008-08-23,23
2008-08-24,22
2008-08-25,21
2008-08-26,20
2008-08-27,19
2008-08-28,18
2008-08-29,17
2008-08-30,16
2008-08-31,15
2008-09-01,14
2008-09-02,13
2008-09-03,12
2008-09-04,11
2008-09-05,10
2008-09-06,9
2008-09-07,8
2008-09-08,98
2008-09-09,97
2008-09-10,96
2008-09-11,95
2008-09-12,94
2008-09-13,93
2008-09-14,92
2008-09-15,91
2008-09-16,90
2008-09-17,89
2008-09-18,88
2008-09-19,87
2008-09-20,86
2008-09-21,85
2008-09-22,84
2008-09-23,83
2008-09-24,82
2008-09-25,81
2008-09-26,80
2008-09-27,79
2008-09-28,78
2008-09-29,77
2008-09-30,76
2008-10-01,75
2008-10-02,74
2008-10-03,73
2008-10-04,72
2008-10-05,71
2008-10-06,70
2008-10-07,69
2008-10-08,68
2008-10-09,67
2008-10-10,66
2008-10-11,65
2008-10-12,64
2008-10-13,63
2008-10-14,62
2008-10-15,61
2008-10-16,60
2008-10-17,59
2008-10-18,58
2008-10-19,57
2008-10-20,56
2008-10-21,55
2008-10-22,54
2008-10-23,53
2008-10-24,52
2008-10-25,51
2008-10-26,50
2008-10-27,49
2008-10-28,48
2008-10-29,47
2008-10-30,46
2008-10-31,45
2008-11-01,44
2008-11-02,43
2008-11-03,42
2008-11-04,41
2008-11-05,40
2008-11-06,39
2008-11-07,38
2008-11-08,37
2008-11-09,36
2008-11-10,35
2008-11-11,34
2008-11-12,33
2008-11-13,32
2008-11-14,31
2008-11-15,30
2008-11-16,29
2008-11-17,28
2008-11-18,27
2008-11-19,26
2008-11-20,25
2008-11-21,24
2008-11-22,23
2008-11-23,22
2008-11-24,21
2008-11-25,20
2008-11-26,19
2008-11-27,18
2008-11-28,17
2008-11-29,16
2008-11-30,15
2008-12-01,14
2008-12-02,13
2008-12-03,12
2008-12-04,11
2008-12-05,10
2008-12-06,9
2008-12-07,8
2008-12-08,98
2008-12-09,97
2008-12-10,96
2008-12-11,95
2008-12-12,94
2008-12-13,93
2008-12-14,92
2008-12-15,91
2008-12-16,90
2008-12-17,89
2008-12-18,88
2008-12-19,87
2008-12-20,86
2008-12-21,85
2008-12-22,84
2008-12-23,83
2008-12-24,82
2008-12-25,81
2008-12-26,80
2008-12-27,79
2008-12-28,78
2008-12-29,77
2008-12-30,76
2008-12-31,75
2009-01-01,74
2009-01-02,73
2009-01-03,72
2009-01-04,71
2009-01-05,70
2009-01-06,69
2009-01-07,68
2009-01-08,67
2009-01-09,66
2009-01-10,65
2009-01-11,64
2009-01-12,63
2009-01-13,62
2009-01-14,61
2009-01-15,60
2009-01-16,59
2009-01-17,58
2009-01-18,57
2009-01-19,56
2009-01-20,55
2009-01-21,54
2009-01-22,53
2009-01-23,52
2009-01-24,51
2009-01-25,50
2009-01-26,49
2009-01-27,48
2009-01-28,47
2009-01-29,46
2009-01-30,45
2009-01-31,44
2009-02-01,43
2009-02-02,42
2009-02-03,41
2009-02-04,40
2009-02-05,39
2009-02-06,38
2009-02-07,37
2009-02-08,36
2009-02-09,35
2009-02-10,34
2009-02-11,33
2009-02-12,32
